Format Version,1.23,Take Name,Take 2023-08-18 03.00.49 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-08-18 03.00.50.093 AM,Capture Start Frame,177424,Total Frames in Take,359,Total Exported Frames,359,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ur5,ur5,ur5,ur5,ur5,ur5,ur5,nist_board,nist_board,nist_board,nist_board,nist_board,nist_board,nist_board
,ID,72E62E473D9311EE711CCB4F034C1DA8,72E62E473D9311EE711CCB4F034C1DA8,72E62E473D9311EE711CCB4F034C1DA8,72E62E473D9311EE711CCB4F034C1DA8,72E62E473D9311EE711CCB4F034C1DA8,72E62E473D9311EE711CCB4F034C1DA8,72E62E473D9311EE711CCB4F034C1DA8,7D6AE1B73D9311EE711CCB4F034C1DA8,7D6AE1B73D9311EE711CCB4F034C1DA8,7D6AE1B73D9311EE711CCB4F034C1DA8,7D6AE1B73D9311EE711CCB4F034C1DA8,7D6AE1B73D9311EE711CCB4F034C1DA8,7D6AE1B73D9311EE711CCB4F034C1DA8,7D6AE1B73D9311EE711CCB4F034C1DA8
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
275,2.292000,0.000057,-0.000161,0.000325,1.000000,-1.184490,-0.038857,0.351032,0.000046,0.000032,-0.000018,1.000000,-1.029592,-0.147352,0.885921
276,2.300000,-0.000076,-0.000073,-0.000008,1.000000,-1.184509,-0.038868,0.351036,0.000050,0.000040,-0.000025,1.000000,-1.029594,-0.147356,0.885921
277,2.308000,-0.000013,-0.000072,-0.000194,1.000000,-1.184502,-0.038894,0.351034,-0.000004,0.000024,0.000037,1.000000,-1.029611,-0.147348,0.885926
278,2.317000,-0.000023,-0.000076,-0.000141,1.000000,-1.184508,-0.038912,0.351031,0.000014,-0.000002,0.000006,1.000000,-1.029622,-0.147366,0.885941
279,2.325000,-0.000022,-0.000017,0.000029,1.000000,-1.184519,-0.038907,0.351028,0.000016,-0.000001,0.000022,1.000000,-1.029639,-0.147357,0.885923
280,2.333000,-0.000057,-0.000062,0.000034,1.000000,-1.184515,-0.038874,0.351040,0.000009,0.000001,0.000069,1.000000,-1.029622,-0.147343,0.885931
281,2.342000,0.000010,-0.000054,-0.000002,1.000000,-1.184514,-0.038865,0.351036,0.000024,0.000014,0.000022,1.000000,-1.029599,-0.147337,0.885935
282,2.350000,-0.000009,-0.000088,-0.000005,1.000000,-1.184502,-0.038874,0.351031,0.000018,0.000041,0.000026,1.000000,-1.029590,-0.147331,0.885929
283,2.358000,-0.000060,-0.000062,-0.000019,1.000000,-1.184485,-0.038885,0.351026,0.000016,0.000048,0.000050,1.000000,-1.029578,-0.147324,0.885929
284,2.367000,-0.000122,-0.000055,-0.000033,1.000000,-1.184483,-0.038870,0.351037,0.000040,0.000045,0.000043,1.000000,-1.029576,-0.147325,0.885936
285,2.375000,-0.000022,-0.000054,0.000018,1.000000,-1.184501,-0.038863,0.351039,0.000042,0.000037,0.000013,1.000000,-1.029585,-0.147334,0.885932
286,2.383000,0.000017,-0.000091,0.000000,1.000000,-1.184521,-0.038875,0.351049,0.000045,0.000041,-0.000035,1.000000,-1.029604,-0.147357,0.885921
287,2.392000,-0.000031,-0.000028,-0.000027,1.000000,-1.184525,-0.038893,0.351052,-0.000004,0.000043,0.000031,1.000000,-1.029613,-0.147358,0.885918
288,2.400000,0.000000,0.000006,-0.000076,1.000000,-1.184514,-0.038900,0.351049,0.000042,0.000037,0.000004,1.000000,-1.029601,-0.147373,0.885936
289,2.408000,-0.000038,-0.000058,-0.000046,1.000000,-1.184527,-0.038890,0.351041,0.000007,0.000031,0.000059,1.000000,-1.029617,-0.147364,0.885916
290,2.417000,0.000018,-0.000030,0.000047,1.000000,-1.184528,-0.038879,0.351036,0.000000,0.000026,0.000024,1.000000,-1.029620,-0.147348,0.885904
291,2.425000,0.000092,-0.000073,-0.000022,1.000000,-1.184511,-0.038868,0.351036,0.000027,0.000027,0.000003,1.000000,-1.029603,-0.147337,0.885916
292,2.433000,0.000005,-0.000077,-0.000059,1.000000,-1.184490,-0.038880,0.351029,0.000043,0.000044,-0.000014,1.000000,-1.029593,-0.147348,0.885916
293,2.442000,-0.000028,-0.000064,-0.000051,1.000000,-1.184500,-0.038897,0.351025,0.000022,0.000039,0.000038,1.000000,-1.029612,-0.147346,0.885921
294,2.450000,-0.000050,-0.000088,-0.000026,1.000000,-1.184516,-0.038895,0.351032,0.000017,0.000015,0.000048,1.000000,-1.029626,-0.147347,0.885934
295,2.458000,-0.000033,-0.000096,-0.000014,1.000000,-1.184525,-0.038898,0.351032,0.000054,0.000019,-0.000028,1.000000,-1.029618,-0.147369,0.885927
296,2.467000,-0.000033,-0.000058,0.000004,1.000000,-1.184516,-0.038892,0.351036,0.000061,0.000018,-0.000025,1.000000,-1.029616,-0.147369,0.885924
297,2.475000,-0.000056,-0.000067,0.000085,1.000000,-1.184516,-0.038892,0.351034,0.000047,0.000005,-0.000006,1.000000,-1.029608,-0.147356,0.885940
298,2.483000,-0.000075,-0.000047,0.000023,1.000000,-1.184512,-0.038884,0.351030,0.000011,0.000029,0.000057,1.000000,-1.029622,-0.147341,0.885924
299,2.492000,-0.000047,-0.000089,0.000021,1.000000,-1.184508,-0.038873,0.351035,0.000011,0.000014,0.000068,1.000000,-1.029616,-0.147344,0.885929
300,2.500000,0.000047,-0.000093,-0.000054,1.000000,-1.184515,-0.038863,0.351035,0.000025,0.000009,0.000030,1.000000,-1.029614,-0.147341,0.885923
301,2.508000,0.000059,-0.000055,0.000028,1.000000,-1.184526,-0.038883,0.351043,0.000007,0.000014,0.000026,1.000000,-1.029623,-0.147340,0.885931
302,2.517000,0.000040,-0.000067,0.000084,1.000000,-1.184523,-0.038887,0.351046,0.000030,0.000018,0.000010,1.000000,-1.029614,-0.147348,0.885944
303,2.525000,-0.000007,-0.000090,0.000098,1.000000,-1.184511,-0.038883,0.351039,0.000039,0.000009,0.000002,1.000000,-1.029606,-0.147357,0.885941
304,2.533000,0.000040,-0.000087,0.000016,1.000000,-1.184513,-0.038880,0.351041,0.000038,0.000004,-0.000006,1.000000,-1.029609,-0.147359,0.885936
305,2.542000,0.000098,-0.000099,-0.000064,1.000000,-1.184517,-0.038883,0.351036,-0.000003,0.000001,0.000018,1.000000,-1.029625,-0.147344,0.885923
306,2.550000,0.000128,-0.000071,-0.000016,1.000000,-1.184510,-0.038889,0.351038,-0.000012,0.000001,0.000036,1.000000,-1.029623,-0.147346,0.885926
307,2.558000,0.000071,-0.000048,-0.000009,1.000000,-1.184509,-0.038875,0.351041,-0.000017,-0.000022,0.000056,1.000000,-1.029622,-0.147337,0.885928
308,2.567000,0.000014,-0.000080,0.000062,1.000000,-1.184514,-0.038863,0.351045,0.000049,-0.000009,-0.000020,1.000000,-1.029613,-0.147351,0.885924
309,2.575000,-0.000020,-0.000091,0.000124,1.000000,-1.184524,-0.038872,0.351047,0.000024,0.000013,-0.000006,1.000000,-1.029611,-0.147348,0.885922
310,2.583000,-0.000021,-0.000101,0.000056,1.000000,-1.184511,-0.038885,0.351049,0.000036,0.000030,-0.000020,1.000000,-1.029593,-0.147342,0.885924
311,2.592000,0.000021,-0.000073,-0.000063,1.000000,-1.184497,-0.038888,0.351043,0.000015,0.000044,0.000030,1.000000,-1.029591,-0.147332,0.885910
312,2.600000,-0.000093,-0.000072,0.000050,1.000000,-1.184503,-0.038880,0.351037,0.000002,0.000025,0.000065,1.000000,-1.029602,-0.147326,0.885918
313,2.608000,-0.000060,-0.000086,0.000124,1.000000,-1.184520,-0.038878,0.351040,0.000048,0.000028,-0.000008,1.000000,-1.029600,-0.147345,0.885918
314,2.617000,-0.000034,-0.000090,0.000018,1.000000,-1.184510,-0.038875,0.351047,0.000010,0.000023,0.000030,1.000000,-1.029611,-0.147346,0.885901
315,2.625000,0.000021,-0.000085,-0.000192,1.000000,-1.184505,-0.038886,0.351034,0.000033,0.000010,0.000005,1.000000,-1.029606,-0.147359,0.885921
316,2.633000,-0.000055,-0.000100,-0.000178,1.000000,-1.184503,-0.038884,0.351025,0.000039,-0.000008,0.000003,1.000000,-1.029609,-0.147352,0.885926
317,2.642000,-0.000060,-0.000066,0.000040,1.000000,-1.184509,-0.038881,0.351025,0.000043,0.000020,-0.000009,1.000000,-1.029605,-0.147345,0.885916
318,2.650000,-0.000044,-0.000065,0.000111,1.000000,-1.184511,-0.038879,0.351037,0.000032,0.000032,-0.000017,1.000000,-1.029592,-0.147335,0.885912
319,2.658000,-0.000006,-0.000063,0.000037,1.000000,-1.184507,-0.038892,0.351033,0.000047,0.000049,-0.000027,1.000000,-1.029591,-0.147342,0.885910
320,2.667000,-0.000061,-0.000120,-0.000041,1.000000,-1.184504,-0.038898,0.351031,0.000043,0.000059,0.000018,1.000000,-1.029588,-0.147350,0.885926
321,2.675000,-0.000034,-0.000111,-0.000077,1.000000,-1.184502,-0.038894,0.351020,0.000042,0.000049,0.000004,1.000000,-1.029597,-0.147351,0.885917
322,2.683000,-0.000055,-0.000103,-0.000049,1.000000,-1.184500,-0.038880,0.351025,0.000045,0.000032,0.000001,1.000000,-1.029605,-0.147345,0.885920
323,2.692000,-0.000014,-0.000084,-0.000035,1.000000,-1.184510,-0.038877,0.351030,0.000046,0.000014,-0.000027,1.000000,-1.029608,-0.147353,0.885920
324,2.700000,-0.000012,-0.000080,-0.000021,1.000000,-1.184517,-0.038890,0.351027,0.000038,0.000000,-0.000032,1.000000,-1.029619,-0.147355,0.885928
325,2.708000,-0.000081,-0.000109,-0.000016,1.000000,-1.184509,-0.038894,0.351025,-0.000005,0.000004,0.000039,1.000000,-1.029624,-0.147351,0.885917
326,2.717000,-0.000122,-0.000136,-0.000015,1.000000,-1.184491,-0.038897,0.351019,0.000051,0.000024,0.000002,1.000000,-1.029602,-0.147362,0.885917
327,2.725000,-0.000118,-0.000166,0.000046,1.000000,-1.184495,-0.038903,0.351019,0.000035,-0.000005,0.000009,1.000000,-1.029608,-0.147353,0.885932
328,2.733000,-0.000024,-0.000080,0.000212,1.000000,-1.184517,-0.038895,0.351033,0.000027,0.000007,-0.000005,1.000000,-1.029614,-0.147343,0.885932
329,2.742000,0.000026,-0.000079,0.000202,1.000000,-1.184510,-0.038883,0.351036,0.000058,0.000038,-0.000045,1.000000,-1.029602,-0.147349,0.885921
330,2.750000,-0.000061,-0.000134,0.000020,1.000000,-1.184504,-0.038870,0.351027,0.000046,0.000013,-0.000001,1.000000,-1.029599,-0.147350,0.885930
331,2.758000,-0.000055,-0.000150,-0.000163,1.000000,-1.184501,-0.038878,0.351026,0.000047,0.000011,0.000026,1.000000,-1.029604,-0.147361,0.885932
332,2.767000,-0.000012,-0.000134,-0.000155,1.000000,-1.184505,-0.038892,0.351020,0.000058,0.000017,0.000004,1.000000,-1.029617,-0.147363,0.885919
333,2.775000,0.000006,-0.000090,0.000003,1.000000,-1.184510,-0.038895,0.351023,0.000038,-0.000001,-0.000006,1.000000,-1.029617,-0.147357,0.885925
334,2.783000,-0.000070,-0.000082,0.000079,1.000000,-1.184501,-0.038876,0.351026,0.000050,-0.000010,-0.000012,1.000000,-1.029607,-0.147356,0.885930
335,2.792000,-0.000028,-0.000088,0.000017,1.000000,-1.184505,-0.038877,0.351032,0.000032,-0.000001,0.000024,1.000000,-1.029617,-0.147344,0.885913
336,2.800000,-0.000047,-0.000134,0.000116,1.000000,-1.184510,-0.038886,0.351037,0.000020,0.000013,0.000031,1.000000,-1.029620,-0.147339,0.885901
337,2.808000,0.000032,-0.000083,0.000137,1.000000,-1.184504,-0.038893,0.351036,0.000055,0.000030,0.000029,1.000000,-1.029591,-0.147352,0.885906
338,2.817000,-0.000054,-0.000141,-0.000000,1.000000,-1.184490,-0.038878,0.351033,0.000053,0.000024,-0.000004,1.000000,-1.029586,-0.147347,0.885907
339,2.825000,-0.000052,-0.000156,-0.000144,1.000000,-1.184498,-0.038874,0.351039,0.000056,0.000033,-0.000001,1.000000,-1.029592,-0.147349,0.885904
340,2.833000,-0.000081,-0.000168,-0.000136,1.000000,-1.184514,-0.038875,0.351042,0.000055,0.000028,-0.000008,1.000000,-1.029599,-0.147353,0.885901
341,2.842000,-0.000006,-0.000061,-0.000040,1.000000,-1.184504,-0.038879,0.351036,0.000021,0.000025,0.000052,1.000000,-1.029611,-0.147341,0.885898
342,2.850000,0.000007,-0.000050,-0.000034,1.000000,-1.184502,-0.038888,0.351038,0.000051,0.000010,-0.000006,1.000000,-1.029605,-0.147354,0.885914
343,2.858000,0.000035,-0.000057,-0.000008,1.000000,-1.184505,-0.038897,0.351031,0.000034,0.000014,-0.000008,1.000000,-1.029606,-0.147362,0.885912
344,2.867000,-0.000053,-0.000107,0.000104,1.000000,-1.184509,-0.038888,0.351027,0.000045,0.000020,-0.000023,1.000000,-1.029601,-0.147356,0.885906
345,2.875000,-0.000033,-0.000075,0.000056,1.000000,-1.184499,-0.038875,0.351024,0.000056,0.000024,-0.000013,1.000000,-1.029588,-0.147341,0.885909
346,2.883000,-0.000041,-0.000115,-0.000077,1.000000,-1.184486,-0.038878,0.351025,0.000049,0.000032,0.000001,1.000000,-1.029581,-0.147339,0.885909
347,2.892000,0.000007,-0.000136,-0.000157,1.000000,-1.184498,-0.038898,0.351015,0.000041,0.000046,0.000005,1.000000,-1.029589,-0.147343,0.885909
348,2.900000,0.000007,-0.000119,-0.000131,1.000000,-1.184495,-0.038894,0.351017,0.000032,0.000028,0.000024,1.000000,-1.029596,-0.147347,0.885918
349,2.908000,-0.000035,-0.000097,-0.000080,1.000000,-1.184503,-0.038875,0.351027,0.000064,0.000025,-0.000030,1.000000,-1.029598,-0.147357,0.885907
350,2.917000,-0.000058,-0.000084,-0.000042,1.000000,-1.184510,-0.038878,0.351028,0.000045,-0.000005,-0.000033,1.000000,-1.029613,-0.147358,0.885916
351,2.925000,0.000038,-0.000081,0.000019,1.000000,-1.184519,-0.038902,0.351031,-0.000004,-0.000003,0.000040,1.000000,-1.029625,-0.147355,0.885909
352,2.933000,-0.000003,-0.000112,0.000015,1.000000,-1.184506,-0.038911,0.351027,0.000019,0.000021,0.000028,1.000000,-1.029601,-0.147354,0.885917
353,2.942000,-0.000076,-0.000093,-0.000043,1.000000,-1.184491,-0.038900,0.351022,0.000031,0.000027,0.000041,1.000000,-1.029588,-0.147352,0.885926
354,2.950000,-0.000167,-0.000124,-0.000100,1.000000,-1.184502,-0.038891,0.351020,0.000055,0.000034,-0.000006,1.000000,-1.029595,-0.147359,0.885912
355,2.958000,-0.000061,-0.000085,-0.000006,1.000000,-1.184507,-0.038897,0.351022,0.000019,0.000022,0.000004,1.000000,-1.029615,-0.147347,0.885903
356,2.967000,-0.000103,-0.000091,0.000096,1.000000,-1.184503,-0.038900,0.351026,0.000041,0.000016,-0.000024,1.000000,-1.029607,-0.147347,0.885913
357,2.975000,-0.000065,-0.000081,-0.000026,1.000000,-1.184486,-0.038890,0.351021,0.000040,0.000028,-0.000002,1.000000,-1.029591,-0.147352,0.885912
358,2.983000,-0.000101,-0.000065,-0.000066,1.000000,-1.184494,-0.038879,0.351014,0.000052,0.000017,0.000007,1.000000,-1.029599,-0.147352,0.885921
